Reviewer ID,Paper ID,Originality,Significance,Correctness,Experiments,Reproducibility,Clarity,Overall
yK5t,321,3,3,3,2,2,3,6
MLuP,220,1,1,1,1,2,2,3
VaC2,256,2,2,2,2,1,1,3
jemg,25,2,2,1,2,3,3,2
6Tyj,665,3,3,3,0,3,3,7
Diik,275,2,1,2,2,2,2,4
gVsE,25,2,2,3,2,2,2,3
tz8X,118,2,2,3,3,3,3,2
zRvX,515,2,2,3,2,3,3,5
b6vT,635,2,3,3,3,1,4,7
mwQo,656,1,1,1,2,1,2,3
wm3e,681,2,3,3,2,4,3,6
Cxat,268,3,3,2,3,2,3,4
1PwR,523,2,2,1,2,2,2,3
tQX7,437,3,2,3,3,3,3,6
yttK,743,2,1,3,2,3,3,3
pJ4E,678,3,2,3,2,3,3,5
c6kJ,353,3,2,2,3,2,3,5
6Tzc,459,2,1,2,0,1,1,3
b6Xg,125,3,3,3,3,3,3,6
vL39,683,2,3,3,3,2,3,5
GGRb,464,2,2,2,2,2,1,3
aieE,676,2,2,3,2,2,2,3
FRTv,251,3,3,3,3,1,3,4
VyTW,495,3,3,3,3,3,3,6
iCmj,612,3,4,3,3,4,3,7
DqYg,550,2,2,3,3,2,3,6
vw2E,399,2,2,3,0,1,1,2
nwyx,189,3,2,3,2,1,2,5
CEsL,391,2,2,2,2,2,1,2
dHA6,545,3,3,3,3,3,4,7
4Jq5,223,3,4,4,3,3,3,8
o234,162,3,3,3,3,3,3,6
c3Q5,544,2,2,3,3,3,2,5
eG3T,678,4,2,3,3,2,4,6
fG82,153,3,3,2,2,3,2,6
RWG2,358,3,1,3,2,2,3,3
Xr1o,15,2,2,3,3,3,2,5
hyce,710,2,1,3,3,3,3,5
whng,642,2,2,3,2,3,4,5
WjTM,31,4,3,3,3,3,3,7
h8Uc,309,2,2,3,2,2,3,4
hnAG,194,1,1,3,2,2,3,4
jJAZ,314,2,2,3,3,2,4,5
7yZz,232,3,3,2,3,2,3,6
Ja6m,490,2,2,3,0,2,2,5
E56E,514,3,2,3,2,3,3,7
Sdfj,290,2,3,3,2,2,3,6
ivci,635,2,2,2,3,3,2,3
6518,642,3,3,3,3,3,3,7
RT6W,211,2,2,2,1,1,3,3
gDcn,487,3,3,3,3,2,2,6
XeCs,735,2,2,3,2,2,3,4
Xnsz,549,4,3,3,3,3,4,8
zKJ9,232,3,3,3,3,3,3,6
warH,712,2,3,3,3,3,3,5
RX17,479,3,3,3,3,3,4,7
vfFW,578,2,3,4,3,1,4,7
26Yi,193,2,3,4,3,4,4,8
CCvT,636,3,2,3,2,2,3,6
U1z3,465,3,3,3,2,3,2,5
xc4G,508,2,2,3,2,2,2,3
aby5,645,2,3,3,3,2,2,3
H7Kg,496,2,2,3,2,2,2,3
9mCf,322,2,1,1,2,2,2,3
RHp1,309,3,3,3,3,2,3,6
JwUV,723,2,4,3,3,3,3,6
AHbZ,697,2,2,2,2,2,1,5
zzPG,3,3,3,3,2,3,3,6
XyzP,384,3,1,1,1,1,1,3
yCRw,650,2,2,3,3,3,3,5
ZoNA,562,2,2,1,2,1,1,3
cSDR,84,3,3,3,3,3,3,6
d43Y,392,3,3,3,2,3,3,5
v2z6,31,3,3,4,4,3,3,9
g4he,350,3,3,3,3,2,3,6
Nka5,723,2,2,3,2,2,2,5
xQ2f,67,1,1,1,1,1,1,3
VK2n,398,2,3,2,2,3,4,3
rFti,267,3,2,3,3,3,3,6
2fKi,9,2,2,2,2,2,2,4
iWoT,28,2,2,2,3,2,3,6
LPoR,57,3,3,3,2,2,3,5
9yf3,564,2,2,3,3,3,4,5
XLqJ,69,3,2,3,3,3,2,6
FkM6,649,3,3,3,3,4,4,7
cnVp,160,1,1,2,2,3,2,3
XV9U,637,3,3,3,2,3,3,7
kX5F,638,3,2,3,2,2,3,6
stwp,357,3,2,2,3,3,3,7
gtzV,71,2,2,3,3,3,2,4
yXfY,343,2,3,2,3,1,3,5
DGfo,491,3,3,3,3,3,3,7
j5gU,607,2,2,3,2,2,3,4
xiSK,475,3,3,3,3,3,3,8
j82D,501,2,2,3,3,3,4,4
rPjE,594,3,4,3,3,3,4,7
NdDp,159,2,2,2,2,3,3,3
brcZ,78,2,2,2,2,2,3,6
3YHd,107,3,2,3,2,2,2,3
Fj2z,672,2,3,3,2,2,3,4
ziEo,119,2,2,3,3,4,4,7
Lorz,544,2,2,3,2,3,3,4
3pYk,297,2,2,2,2,2,1,3
Hi14,322,3,3,3,3,3,3,5
D7Ee,351,3,3,2,0,2,3,5
emUf,520,2,2,2,2,2,2,2
wYwD,198,2,1,2,2,2,2,4
c8J3,45,3,2,2,2,3,3,5
9cz4,328,1,1,2,2,2,2,3
gasF,330,3,3,3,3,3,3,7
wSKN,305,3,3,3,1,2,3,5
714N,358,2,2,2,2,1,3,4
dB3o,531,2,3,4,3,4,4,7
8aDv,158,2,2,3,2,2,3,4
dBtX,337,2,2,2,2,2,2,5
ygVt,531,3,2,3,2,3,3,5
6YnH,695,3,3,3,3,3,4,7
3ysH,165,3,2,3,0,3,4,7
1MNt,531,3,3,3,3,4,3,7
Wnjn,160,2,2,3,3,3,3,6
7TPK,103,2,2,3,3,3,2,5
EPEt,26,3,3,3,4,4,4,7
sQVA,236,2,2,2,2,2,2,5
Q3n1,617,3,3,3,3,3,4,6
86pu,609,3,3,3,2,2,3,7
2NtP,465,1,1,1,2,2,2,3
hcCP,675,3,3,3,3,3,3,5
XbKh,634,3,2,3,2,3,3,4
9mDR,601,3,4,3,2,3,4,7
EN4x,354,2,3,3,3,3,3,5
F3Gy,228,3,2,1,1,3,2,4
Y1nz,373,3,2,3,3,3,3,6
QKxP,227,2,2,2,3,3,3,4
Jvmh,441,3,3,3,2,2,3,6
oeoE,602,2,2,2,2,2,2,5
8Hf8,68,3,2,3,2,3,3,5
Xg43,466,2,2,3,2,3,3,4
2pK2,658,3,3,3,2,4,4,6
8BoC,740,2,3,3,3,3,3,6
m3YM,477,2,2,3,3,3,3,5
XCT2,135,2,1,3,2,3,1,3
KNey,283,2,2,2,3,3,2,5
UcK1,419,2,2,3,3,2,3,6
nzrA,466,2,2,3,2,2,3,4
Qg7c,225,3,3,3,3,3,3,5
ScDq,714,2,3,3,3,2,3,5
7A14,132,2,2,3,3,2,3,5
K94Y,150,2,2,3,3,3,4,6
TxzQ,330,2,2,3,2,2,3,3
poh9,616,2,2,3,2,2,2,4
9y2B,317,2,2,3,2,2,3,3
YLQC,738,3,2,3,2,3,4,6
Fmrh,385,1,2,2,0,1,2,3
dmny,638,3,2,3,2,3,2,7
va6u,620,3,2,3,3,1,3,6
o892,457,3,3,3,3,4,4,5
AyeH,646,2,2,3,2,4,3,4
28zk,399,1,2,2,1,1,2,3
usjF,731,2,2,1,2,1,1,4
ndUh,354,2,2,2,3,3,2,5
FUaU,590,2,2,3,3,2,3,4
sDF1,180,3,3,2,2,2,2,4
FvQr,134,2,2,2,2,2,2,4
s2bo,637,3,3,3,4,4,4,7
fNWy,214,3,3,3,2,3,3,6
tG5w,591,3,2,3,3,2,3,6
cJge,44,3,1,3,3,3,2,3
JBBN,562,3,3,3,3,3,3,6
arxq,252,2,2,3,3,3,4,4
ZMwJ,197,2,3,2,2,3,3,3
F9aT,150,2,2,3,3,3,3,4
jp3x,656,3,3,1,2,1,2,3
praj,633,3,4,3,3,3,4,7
YHE9,365,3,2,3,4,2,3,6
LNeJ,432,1,1,3,3,3,1,3
4zsg,51,2,2,2,2,2,2,3
sieb,534,3,3,4,3,3,4,8
uqyj,494,3,3,2,3,2,1,5
A8dE,239,2,2,2,2,2,2,5
izw7,243,2,2,3,3,2,4,5
Te3j,682,2,2,3,3,3,4,6
7LZa,281,3,2,3,1,2,2,3
Y5fa,209,3,2,3,3,3,4,6
6opz,604,3,3,3,4,3,3,7
LC62,514,2,2,2,0,3,2,5
hpid,618,2,2,3,3,4,3,3
2bFs,94,2,2,2,3,2,2,3
uppW,677,2,2,2,2,2,2,3
9eyg,580,3,2,3,4,3,4,7
aP8S,179,2,2,2,2,1,2,3
PeLw,299,3,2,3,1,3,3,3
iz5V,383,2,2,3,3,2,2,3
biE9,184,3,3,3,3,2,3,6
JzKk,114,2,1,3,2,2,2,3
4bj4,164,2,1,3,2,1,3,3
8b6x,232,2,2,3,4,4,3,5
TUhd,606,3,2,3,2,2,2,4
JjH3,22,3,3,3,2,2,3,7
YX7C,703,2,2,3,3,2,2,3
H499,260,2,2,3,2,3,3,4
yvJw,298,2,3,2,3,1,2,3
Dohg,463,2,2,3,2,2,1,3
hUMN,374,3,3,3,4,3,4,7
ezAb,627,2,1,3,2,2,1,4
jWLE,692,2,2,3,3,4,3,5
7e8n,324,2,2,3,0,3,2,4
2Df3,7,3,2,3,3,3,4,7
fjxr,673,3,3,3,3,3,4,5
rweT,77,2,2,3,3,3,3,4
h9gx,82,2,2,3,1,3,2,3
2JWY,59,2,2,1,1,2,4,3
NtQe,297,2,2,2,2,3,3,4
CbtV,386,3,3,3,3,3,3,6
sEox,709,3,3,4,3,2,3,6
x7Si,37,2,3,3,3,3,3,6
h1s1,243,2,2,3,2,1,4,5
sM9i,2,1,2,2,2,2,1,3
99cU,193,3,3,3,3,4,3,6
qdhm,328,2,2,3,2,1,2,4
bRMe,715,2,2,3,4,2,4,5
SFiB,564,1,1,2,2,3,3,3
orMi,231,2,3,3,4,3,3,5
jsQc,123,3,3,3,4,4,4,7
hGDj,593,3,3,3,3,3,3,7
iSn6,539,2,2,3,2,3,3,5
pRe3,246,2,2,3,3,3,3,4
WYBS,608,3,3,3,2,2,3,6
5jD4,515,3,3,3,2,3,3,6
YEPc,360,3,3,3,2,3,3,4
sojG,234,3,3,3,3,3,3,6
7B63,696,3,3,3,3,3,4,6
Gfh1,633,3,3,3,3,2,2,6
vBS2,313,2,3,3,3,3,3,7
U36Y,525,2,1,3,2,2,2,2
8wi5,375,3,2,3,3,3,3,6
uATQ,102,3,3,4,2,3,3,6
NfNF,19,2,1,3,2,1,2,3
tBvP,696,3,3,3,3,3,4,6
zTgP,86,3,2,2,1,1,2,3
GWxB,428,2,2,2,2,2,2,3
T1Nc,57,3,2,3,3,3,3,6
ZMSB,223,2,1,4,3,3,3,4
tTeD,317,2,1,4,2,1,2,2
C32Z,520,2,2,3,2,3,2,3
1guv,511,2,2,3,2,3,3,4
NV5K,642,2,2,4,3,1,3,4
YPPc,48,3,2,3,3,3,4,6
dyth,651,2,2,3,3,3,3,4
V1QL,166,3,3,3,3,3,3,5
UzNu,332,2,2,3,3,3,3,4
oFHC,12,3,3,3,3,3,3,6
qavb,533,2,2,3,2,3,3,6
ew1q,79,1,1,2,1,2,1,3
a737,380,2,2,2,2,3,3,3
6W16,165,3,2,3,3,3,3,6
RuuB,666,2,2,2,2,3,3,3
cfJu,189,3,3,3,3,3,3,4
Ye5Q,70,4,4,4,4,3,4,8
B1jw,152,1,2,3,3,3,3,3
2K9Y,443,2,3,2,3,3,2,4
dE7B,450,3,2,2,2,3,2,6
TEHP,7,2,2,3,3,3,4,7
2wp5,655,2,2,3,3,3,3,3
yEVT,472,2,2,2,2,2,3,4
QadR,586,2,2,2,2,2,2,4
mdYr,705,3,3,3,2,3,3,6
DCtb,102,2,2,3,3,3,4,4
13HA,226,3,3,3,3,3,4,7
SSvh,44,2,2,3,2,3,3,3
f5c4,241,3,3,3,3,3,3,5
FUMX,161,3,3,3,3,3,3,6
Hn5N,276,2,2,3,2,4,4,6
R1QV,209,2,1,2,2,2,3,3
R2x1,453,3,2,4,3,3,4,6
wEZM,145,3,2,3,2,4,3,5
xPSF,414,3,3,3,3,3,3,7
CSWi,378,2,3,2,2,2,2,5
dsri,49,3,3,3,3,3,4,7
MAF7,296,2,2,3,3,3,3,5
mcKz,346,2,2,3,2,4,2,4
eeGt,570,2,1,3,0,3,2,4
6msd,367,1,1,1,1,2,2,3
fQnG,404,1,1,2,1,1,1,1
cZ2H,682,3,3,3,3,3,4,7
ebTw,63,2,1,1,2,1,1,2
S8Ji,141,3,3,3,3,3,3,7
2A8c,614,1,1,2,2,2,1,2
thBS,326,3,3,3,3,3,3,4
RVoq,378,2,2,3,3,4,4,4
rzU6,115,3,2,3,0,3,2,6
NsmF,304,2,2,3,3,2,4,6
7MDe,644,2,2,2,2,2,3,4
xYBK,695,3,3,3,3,3,4,7
DWEr,384,2,1,1,2,1,3,3
Fgkq,408,2,2,2,2,1,1,3
8vqb,178,2,2,3,3,2,3,5
Eyyy,513,2,2,3,3,3,3,6
1dKH,391,2,1,1,1,3,2,1
c3ZJ,574,2,2,4,0,4,2,4
kQJf,470,1,2,3,2,3,4,5
Hy5E,338,2,2,2,2,2,2,6
jDSA,159,1,2,3,3,2,2,3
2jZD,276,2,2,3,1,3,4,5
zY2Y,341,2,2,3,2,2,3,4
DWy3,631,2,1,2,2,3,2,4
eKP8,112,3,2,3,3,2,3,6
7MDe,230,2,2,2,2,2,2,3
HnTK,451,2,1,3,2,3,3,2
Sajq,164,2,2,3,3,2,3,5
g9Xr,263,2,2,2,2,2,3,5
thnG,415,3,2,2,2,3,3,4
Ew3p,64,1,2,3,2,2,2,4
WeT8,361,2,1,1,0,1,1,3
zQRR,627,2,1,3,3,2,1,3
KEbY,475,2,2,3,3,2,4,6
eoxt,180,2,2,3,3,2,3,7
m9F7,296,2,1,3,2,3,2,3
EaNv,219,2,2,3,3,2,3,6
TM38,360,2,1,2,2,3,2,2
bYD5,618,2,2,3,0,2,4,5
cJBa,204,2,1,1,0,1,2,3
7shs,492,3,2,3,3,3,3,7
wkNT,66,1,2,2,2,2,2,3
kWBV,84,2,2,4,3,4,4,6
QtDA,182,3,2,3,3,3,2,6
WasZ,598,2,2,2,0,1,2,5
haTT,498,3,2,3,2,3,3,5
g6nd,213,2,1,3,0,1,2,3
g36k,91,2,2,2,2,3,1,4
52xj,476,1,2,3,1,2,3,3
UX16,27,2,1,2,2,2,1,3
Z1k7,123,3,3,3,3,3,3,7
bYXN,126,2,2,2,2,2,1,3
DPb2,479,2,2,3,4,3,3,5
oeXK,516,2,3,3,0,3,3,6
XZHf,212,2,2,2,3,3,3,5
q4E9,657,3,3,3,3,2,3,6
dJd4,614,2,1,3,2,2,4,3
nWQh,482,3,3,4,0,3,4,7
RUJX,704,2,2,2,1,2,2,4
cnkc,93,2,2,3,3,3,1,4
eAnU,154,3,3,3,4,3,4,8
eNXv,690,3,2,3,2,3,3,6
pdYu,419,3,2,3,3,2,3,7
MTkP,141,3,3,3,3,3,4,7
93sN,605,2,2,1,2,2,3,3
2Wh8,705,3,2,3,3,3,3,6
7n2q,401,3,3,3,3,3,3,5
XxMo,362,3,2,4,3,3,3,4
1HSz,266,2,1,3,2,2,3,5
5ZLS,472,2,2,3,3,4,3,7
D3AB,249,2,2,3,2,2,1,3
4gT7,658,2,2,3,1,2,3,3
Aizy,611,3,3,3,0,3,3,7
FSxb,329,2,2,1,1,2,1,3
bTFu,489,3,3,3,3,3,3,7
2mBp,36,2,2,3,2,2,3,4
sad8,709,1,1,1,1,1,1,2
rDYz,390,2,1,3,2,1,2,3
zsWG,470,2,2,3,3,1,4,4
mUtn,246,2,2,3,3,3,3,4
nhSi,473,1,2,3,2,2,3,4
cbJA,171,2,2,3,3,3,3,5
NRDk,438,3,3,3,4,2,3,7
xyPk,678,3,2,3,2,3,2,4
p1EA,534,3,3,3,2,2,3,6
XStT,50,3,3,3,3,2,3,4
uqri,325,3,3,3,2,2,3,7
meKQ,173,2,2,2,2,3,3,3
HcTF,740,2,2,3,2,2,2,4
95s4,192,3,2,2,3,2,2,5
fjtb,311,1,1,4,3,3,4,3
bAcK,102,2,1,3,2,2,2,5
m82m,252,3,3,3,3,3,4,8
NMSw,663,3,3,3,3,3,3,7
f3P1,275,2,2,2,2,3,2,2
3jjN,89,2,2,2,1,2,2,3
UBMu,136,3,3,3,3,3,3,6
HCzQ,651,3,2,3,1,2,3,4
Ydkb,668,2,3,3,3,3,2,6
SpaS,500,3,3,3,3,2,4,6
jrbw,258,2,2,3,2,3,3,3
WhkN,358,2,1,1,1,1,2,2
gCLT,611,3,2,3,0,2,2,4
TwMC,606,2,2,3,2,3,1,4
gUMb,57,3,3,3,4,3,3,7
2WpQ,567,2,2,3,2,2,1,5
SBxZ,197,1,1,3,3,3,3,3
LyTc,651,2,2,3,2,1,2,6
cMEA,446,3,3,3,3,3,2,7
dpPp,418,3,3,2,3,3,4,7
sSAJ,163,3,3,3,3,3,3,6
ACxm,715,2,2,3,2,2,2,3
X15g,656,2,2,3,3,3,2,4
FCyR,622,2,2,3,2,3,2,6
wae4,331,3,3,2,3,3,2,5
HDLB,634,2,3,3,2,3,4,5
3H8k,714,3,4,3,3,3,4,8
bKEv,706,2,1,3,2,2,3,4
9ybE,63,1,1,2,2,3,2,2
mMAr,77,2,2,3,3,3,3,5
TsaK,496,2,2,4,3,1,4,3
r5Zp,365,2,3,3,3,3,2,5
Epju,497,2,2,3,2,4,4,3
Ao6z,418,2,1,2,3,2,2,3
Rxup,594,3,3,3,4,3,3,7
xGmm,569,2,3,3,3,2,4,5
XhZn,474,3,2,3,3,3,3,7
T51M,720,2,3,1,2,2,3,3
G1cK,702,3,2,3,3,2,4,7
Hjou,409,1,2,2,2,2,2,3
CGZn,60,3,2,3,3,3,3,4
CJPJ,176,3,3,4,4,3,3,7
mLJb,536,1,1,2,2,3,3,3
z9Bw,686,2,2,3,3,3,3,3
6KrV,384,2,2,2,2,2,2,4
cxHJ,488,3,2,3,3,3,2,5
aG5N,96,2,2,2,3,3,3,3
rJjv,478,3,3,3,3,3,2,6
JEB6,638,2,2,3,3,2,3,4
3NVV,459,2,2,3,2,2,2,5
9Gtx,688,1,1,3,3,3,4,3
GPXj,528,3,3,3,3,2,4,6
WSXN,647,1,2,3,3,2,2,4
HdeK,157,2,2,4,0,3,3,4
quzz,255,3,3,3,3,3,3,7
iG9Y,213,3,2,3,0,3,1,4
dFBC,144,2,1,2,2,2,3,3
Cnv9,179,3,3,3,2,2,3,4
Mbfk,111,3,2,3,3,3,2,6
Fo6W,623,2,2,2,2,3,2,5
8Gqc,457,2,2,3,3,3,3,5
6GTG,474,2,2,2,0,1,1,3
HMAb,401,2,2,3,3,4,3,6
nVBt,529,3,3,3,0,1,2,5
h2pP,158,2,2,3,2,2,2,3
TmLi,361,2,2,3,2,3,4,4
xZ4w,309,2,4,3,3,2,4,6
DJYL,309,2,2,2,2,2,2,4
PTHq,244,2,3,3,2,4,3,5
m67w,108,2,4,3,3,2,2,6
KM9m,480,3,3,3,1,3,3,6
zB2F,155,1,3,4,2,3,1,3
ucGT,550,2,2,2,2,1,2,3
JrQG,620,3,3,2,2,3,3,6
oPBx,528,2,2,3,1,2,2,4
dg6G,490,2,1,3,2,3,2,4
rmeW,7,2,3,3,3,3,4,7
XjAa,202,3,3,3,3,3,3,7
38ho,331,2,2,3,3,2,4,5
74C1,655,3,3,3,3,4,3,7
iqij,181,3,4,4,4,4,4,7
ppM5,305,3,3,4,2,2,4,6
pP1j,300,2,2,3,3,2,1,4
JtE3,480,3,2,3,0,3,3,6
TcU2,384,1,2,3,2,2,3,4
jVxo,125,2,2,2,3,3,2,5
jhWV,154,2,2,2,2,2,3,4
wnSR,490,2,2,3,2,2,3,4
h1oY,153,2,1,2,1,2,2,3
i5Rc,288,3,3,3,3,3,3,5
1cBL,424,3,3,3,4,3,2,4
AKJt,573,3,2,3,3,2,3,6
jv8u,515,2,2,2,1,4,3,3
5yfy,271,2,3,3,3,3,2,5
GNYz,127,1,2,2,2,1,1,2
pe6B,295,2,2,2,3,3,2,4
Ummm,724,1,1,2,0,1,2,3
NR6N,608,2,2,2,2,2,2,4
tk46,335,3,2,3,3,4,4,8
vjfF,279,3,3,4,2,2,4,3
dhhj,228,2,2,3,3,3,2,3
o81Y,78,3,2,3,2,2,3,6
twbA,325,3,3,3,4,4,3,5
MgWC,231,2,2,3,2,4,4,4
cofU,669,2,2,3,2,3,3,5
sSvh,669,3,3,4,4,4,4,8
4aKb,177,2,2,2,1,2,2,4
dvYs,208,1,1,2,0,3,3,3
ws69,560,3,3,3,2,2,3,6
Fs9j,149,3,2,3,2,3,3,5
mBwt,100,2,3,3,3,3,4,6
5L1q,89,2,2,1,2,1,1,3
DFjH,571,2,2,3,3,4,4,6
zQsd,512,3,3,4,4,1,4,4
dq7W,698,2,2,3,2,2,2,4
uoJc,34,3,2,3,2,2,1,5
kwEY,306,3,2,3,3,2,4,6
tFoT,511,2,2,3,2,4,4,5
rwW4,672,2,2,4,2,4,4,5
p4Tp,712,3,3,3,3,3,3,7
4ZA9,577,2,2,2,2,2,2,3
eNzF,300,2,2,3,3,3,3,6
BnqS,94,2,2,3,3,2,1,3
5kto,101,2,2,3,2,2,2,5
Zzbq,74,2,1,2,2,2,3,4
4Wez,702,3,3,3,3,3,3,7
1JjD,743,2,1,3,2,3,3,3
mCXc,88,3,3,3,3,3,3,7
rtDu,650,2,2,3,2,2,2,5
UEMR,183,1,1,2,2,2,2,3
RoJ4,124,2,2,2,0,3,3,5
oHMf,21,3,2,2,3,3,3,5
8faX,137,1,1,2,2,2,2,2
RMFc,638,3,3,2,3,3,3,5
8wnb,156,2,1,2,2,1,1,2
3x5x,397,2,2,3,2,3,4,4
D9WA,208,1,2,2,2,4,2,3
3nS1,471,2,2,2,3,2,2,4
GTgf,468,2,1,2,1,2,2,3
V5dj,174,3,3,3,3,3,2,5
ym3L,172,2,2,3,3,3,2,5
3rHd,34,2,2,2,2,2,3,4
ph4L,636,3,3,3,2,2,3,6
jTF4,33,1,2,2,2,3,2,4
H6T3,282,1,1,1,1,1,1,1
G5q6,711,2,2,2,2,3,2,5
Hto2,146,3,2,3,2,3,4,5
WkP9,174,2,3,2,3,3,2,4
2AS1,212,3,3,3,3,2,3,5
9YpW,430,3,3,3,2,2,3,6
mmMP,331,2,2,3,3,3,4,6
HFYK,458,3,3,3,3,2,2,7
vHEp,133,2,1,1,1,1,1,3
1Cn4,32,3,2,3,2,2,2,4
iSHu,275,1,1,2,1,4,3,2
oyv2,240,3,3,3,3,4,4,6
jpj1,273,3,2,3,2,2,2,5
kbVe,307,3,3,3,3,3,4,7
zsTA,511,3,3,2,2,3,3,5
ibgi,178,2,3,3,4,2,3,6
tew8,73,3,2,2,3,2,1,4
LEtm,31,3,2,3,3,3,4,7
3Ybr,634,2,2,3,3,2,3,4
2gzq,117,3,3,3,2,3,3,6
JVVf,417,2,3,3,2,2,3,3
Leso,553,2,2,3,2,2,3,5
4Wt8,471,3,3,3,3,2,3,5
tG29,356,2,3,2,2,2,3,4
nKA1,389,1,2,2,2,2,2,3
8g2B,342,2,1,2,0,4,3,3
NaRP,673,3,2,3,2,4,4,6
ZVQG,495,3,2,3,3,3,3,6
XmQM,20,2,2,2,2,3,3,4
Z6of,125,2,2,2,2,2,3,4
poim,427,2,1,3,3,4,4,6
eLuh,674,3,3,4,4,3,4,8
SEPe,105,3,3,3,3,3,3,7
66ec,508,2,2,2,2,1,2,3
KVN1,285,2,2,3,3,2,2,4
GBKn,339,2,2,3,3,3,3,6
V5ej,583,2,2,3,3,2,3,6
obNU,324,3,3,3,0,3,3,6
AMpP,212,2,2,2,2,2,2,4
MKBP,424,3,3,3,3,3,3,7
3QdA,707,3,2,2,3,2,2,4
pjpd,336,2,2,3,2,3,2,4
XNWi,530,2,2,3,3,3,4,7
Qp5R,717,3,2,3,3,2,3,4
7Cz6,4,3,3,3,3,3,3,8
UV46,131,3,3,2,3,2,1,4
kxuz,257,3,3,3,2,2,4,7
b14h,619,3,2,2,3,3,2,4
mCKG,476,3,3,3,2,4,3,6
12a4,639,3,3,3,2,2,2,3
Ur8P,150,4,3,3,3,2,4,7
rMiF,340,3,3,2,2,1,2,6
kHg8,108,3,2,3,4,3,3,7
nhsf,108,2,2,2,3,2,2,4
EART,612,2,2,3,2,3,2,3
Gb4Q,386,2,2,3,3,3,3,7
g8Zi,286,3,2,3,2,3,3,5
JzbK,323,3,2,3,2,4,3,5
4wgS,691,2,2,3,3,3,3,6
gC1L,534,2,2,3,3,3,3,4
CBUJ,525,3,2,3,3,4,3,6
6Ep9,244,3,3,3,3,2,4,7
GrjA,368,2,2,3,1,4,2,3
CQVR,348,3,3,2,3,2,3,6
gx57,352,2,2,2,2,2,3,3
bSjC,593,3,3,3,4,2,2,7
enTj,724,2,3,2,0,3,2,4
Ea73,383,2,2,2,2,2,2,4
X7L1,438,3,3,3,4,4,3,6
GFPp,290,2,2,3,3,3,3,6
o8oj,653,3,3,3,2,3,3,6
uAfF,603,2,2,3,2,3,2,3
kunX,398,2,2,3,2,3,3,5
GUu4,283,2,2,3,2,3,3,3
Qzpd,336,3,3,1,3,3,3,4
KSBX,638,3,3,4,3,4,4,4
U7dG,385,1,2,3,2,2,4,3
rGy6,673,2,2,3,3,2,2,5
rAZe,578,2,3,3,2,3,4,4
tf1R,743,2,2,1,1,2,3,3
AZfS,112,3,3,3,3,3,3,7
C2vf,508,2,2,3,3,2,3,5
YJGn,279,1,2,1,2,2,2,3
xZQ7,392,3,2,3,3,3,4,4
